	X.X	Y.Y
('C-91823_BALBc-1_X01_Y01_88_805', 'Cell Type: B cells')	88	1195
('C-92363_BALBc-1_X01_Y01_887_395', 'Cell Type: B cells')	887	1605
('C-92765_BALBc-1_X01_Y01_891_617', 'Cell Type: B cells')	891	1383
('C-93018_BALBc-1_X01_Y01_894_905', 'Cell Type: B cells')	894	1095
('C-93161_BALBc-1_X01_Y01_896_937', 'Cell Type: B cells')	896	1063
('C-94070_BALBc-1_X01_Y01_907_486', 'Cell Type: B cells')	907	1514
('C-94547_BALBc-1_X01_Y01_912_926', 'Cell Type: B cells')	912	1074
('C-94695_BALBc-1_X01_Y01_914_981', 'Cell Type: B cells')	914	1019
('C-94725_BALBc-1_X01_Y01_915_472', 'Cell Type: B cells')	915	1528
('C-94799_BALBc-1_X01_Y01_916_387', 'Cell Type: B cells')	916	1613
('C-94985_BALBc-1_X01_Y01_918_863', 'Cell Type: B cells')	918	1137
('C-95149_BALBc-1_X01_Y01_92_950', 'Cell Type: B cells')	92	1050
('C-95350_BALBc-1_X01_Y01_922_525', 'Cell Type: B cells')	922	1475
('C-95627_BALBc-1_X01_Y01_925_921', 'Cell Type: B cells')	925	1079
('C-96058_BALBc-1_X01_Y01_930_613', 'Cell Type: B cells')	930	1387
('C-96292_BALBc-1_X01_Y01_933_666', 'Cell Type: B cells')	933	1334
('C-96547_BALBc-1_X01_Y01_937_170', 'Cell Type: B cells')	937	1830
('C-96665_BALBc-1_X01_Y01_938_963', 'Cell Type: B cells')	938	1037
('C-96745_BALBc-1_X01_Y01_939_916', 'Cell Type: B cells')	939	1084
('C-96964_BALBc-1_X01_Y01_941_78', 'Cell Type: B cells')	941	1922
('C-98233_BALBc-1_X01_Y01_957_431', 'Cell Type: B cells')	957	1569
('C-98244_BALBc-1_X01_Y01_957_547', 'Cell Type: B cells')	957	1453
('C-98423_BALBc-1_X01_Y01_96_276', 'Cell Type: B cells')	96	1724
('C-98533_BALBc-1_X01_Y01_960_606', 'Cell Type: B cells')	960	1394
('C-98687_BALBc-1_X01_Y01_962_516', 'Cell Type: B cells')	962	1484
('C-98848_BALBc-1_X01_Y01_964_670', 'Cell Type: B cells')	964	1330
('C-98850_BALBc-1_X01_Y01_964_694', 'Cell Type: B cells')	964	1306
('C-99057_BALBc-1_X01_Y01_967_479', 'Cell Type: B cells')	967	1521
('C-99105_BALBc-1_X01_Y01_967_965', 'Cell Type: B cells')	967	1035
('C-99401_BALBc-1_X01_Y01_970_988', 'Cell Type: B cells')	970	1012
('C-99809_BALBc-1_X01_Y01_976_311', 'Cell Type: B cells')	976	1689
('C-100228_BALBc-1_X01_Y01_980_928', 'Cell Type: B cells')	980	1072
('C-100256_BALBc-1_X01_Y01_981_360', 'Cell Type: B cells')	981	1640
('C-100547_BALBc-1_X01_Y01_985_432', 'Cell Type: B cells')	985	1568
('C-100572_BALBc-1_X01_Y01_985_76', 'Cell Type: B cells')	985	1924
('C-101105_BALBc-1_X01_Y01_991_734', 'Cell Type: B cells')	991	1266
('C-101341_BALBc-1_X01_Y01_994_653', 'Cell Type: B cells')	994	1347
('C-101367_BALBc-1_X01_Y01_994_943', 'Cell Type: B cells')	994	1057
('C-101921_BALBc-1_X01_Y01_1162_756', 'Cell Type: B220(+) DN T cells')	1162	1244
('C-101924_BALBc-1_X01_Y01_1167_191', 'Cell Type: B220(+) DN T cells')	1167	1809
('C-102205_BALBc-1_X01_Y01_294_844', 'Cell Type: B220(+) DN T cells')	294	1156
('C-102754_BALBc-1_X01_Y01_883_168', 'Cell Type: B220(+) DN T cells')	883	1832
('C-103169_BALBc-1_X01_Y01_308_215', 'Cell Type: capsule')	308	1785
('C-103466_BALBc-1_X01_Y01_678_427', 'Cell Type: capsule')	678	1573
('C-103778_BALBc-1_X01_Y01_204_861', 'Cell Type: CD106(-)CD16/32(+)Ly6C(+)CD31(-)')	204	1139
('C-103996_BALBc-1_X01_Y01_985_251', 'Cell Type: CD106(-)CD16/32(+)Ly6C(+)CD31(-)')	985	1749
('C-104002_BALBc-1_X01_Y01_100_435', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	100	1565
('C-104010_BALBc-1_X01_Y01_1002_988', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1002	1012
('C-104205_BALBc-1_X01_Y01_1083_738', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1083	1262
('C-104212_BALBc-1_X01_Y01_1085_697', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1085	1303
('C-104228_BALBc-1_X01_Y01_1090_1006', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1090	994
('C-104357_BALBc-1_X01_Y01_1144_7', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1144	1993
('C-104413_BALBc-1_X01_Y01_1169_5', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1169	1995
('C-104461_BALBc-1_X01_Y01_119_420', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	119	1580
('C-104519_BALBc-1_X01_Y01_1211_882', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1211	1118
('C-104578_BALBc-1_X01_Y01_1242_883', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1242	1117
('C-104603_BALBc-1_X01_Y01_125_471', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	125	1529
('C-104800_BALBc-1_X01_Y01_1328_212', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1328	1788
('C-104835_BALBc-1_X01_Y01_135_273', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	135	1727
('C-104895_BALBc-1_X01_Y01_153_509', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	153	1491
('C-104897_BALBc-1_X01_Y01_153_810', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	153	1190
('C-104968_BALBc-1_X01_Y01_181_262', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	181	1738
('C-105031_BALBc-1_X01_Y01_207_515', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	207	1485
('C-105096_BALBc-1_X01_Y01_234_732', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	234	1268
('C-105098_BALBc-1_X01_Y01_235_719', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	235	1281
('C-105113_BALBc-1_X01_Y01_243_141', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	243	1859
('C-105147_BALBc-1_X01_Y01_258_716', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	258	1284
('C-105160_BALBc-1_X01_Y01_265_129', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	265	1871
('C-105210_BALBc-1_X01_Y01_28_114', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	28	1886
('C-105227_BALBc-1_X01_Y01_289_17', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	289	1983
('C-105318_BALBc-1_X01_Y01_327_377', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	327	1623
('C-105404_BALBc-1_X01_Y01_356_383', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	356	1617
('C-105543_BALBc-1_X01_Y01_410_307', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	410	1693
('C-105548_BALBc-1_X01_Y01_412_409', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	412	1591
('C-105569_BALBc-1_X01_Y01_419_604', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	419	1396
('C-105616_BALBc-1_X01_Y01_436_475', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	436	1525
('C-105620_BALBc-1_X01_Y01_437_296', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	437	1704
('C-105694_BALBc-1_X01_Y01_467_450', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	467	1550
('C-105715_BALBc-1_X01_Y01_475_399', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	475	1601
('C-105717_BALBc-1_X01_Y01_475_596', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	475	1404
('C-105802_BALBc-1_X01_Y01_505_554', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	505	1446
('C-105837_BALBc-1_X01_Y01_516_579', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	516	1421
('C-105850_BALBc-1_X01_Y01_52_111', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	52	1889
('C-105935_BALBc-1_X01_Y01_541_359', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	541	1641
('C-106022_BALBc-1_X01_Y01_576_321', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	576	1679
('C-106039_BALBc-1_X01_Y01_581_358', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	581	1642
('C-106113_BALBc-1_X01_Y01_610_312', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	610	1688
('C-106119_BALBc-1_X01_Y01_611_338', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	611	1662
('C-106203_BALBc-1_X01_Y01_634_334', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	634	1666
('C-106220_BALBc-1_X01_Y01_641_710', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	641	1290
('C-106318_BALBc-1_X01_Y01_679_310', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	679	1690
('C-106367_BALBc-1_X01_Y01_697_204', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	697	1796
('C-106525_BALBc-1_X01_Y01_752_303', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	752	1697
('C-106622_BALBc-1_X01_Y01_783_290', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	783	1710
('C-106679_BALBc-1_X01_Y01_80_378', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	80	1622
('C-106700_BALBc-1_X01_Y01_81_728', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	81	1272
('C-106936_BALBc-1_X01_Y01_90_390', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	90	1610
('C-107016_BALBc-1_X01_Y01_935_821', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	935	1179
('C-107035_BALBc-1_X01_Y01_944_888', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	944	1112
('C-107057_BALBc-1_X01_Y01_953_353', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	953	1647
('C-107060_BALBc-1_X01_Y01_956_382', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	956	1618
('C-107071_BALBc-1_X01_Y01_962_778', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	962	1222
('C-107603_BALBc-1_X01_Y01_124_954', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	124	1046
('C-107979_BALBc-1_X01_Y01_230_623', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	230	1377
('C-108411_BALBc-1_X01_Y01_48_723', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	48	1277
('C-108439_BALBc-1_X01_Y01_496_947', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	496	1053
('C-108450_BALBc-1_X01_Y01_502_921', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	502	1079
('C-108609_BALBc-1_X01_Y01_592_743', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	592	1257
('C-108702_BALBc-1_X01_Y01_640_723', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	640	1277
('C-108775_BALBc-1_X01_Y01_685_911', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	685	1089
('C-109233_BALBc-1_X01_Y01_923_567', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	923	1433
('C-109302_BALBc-1_X01_Y01_969_912', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	969	1088
('C-109510_BALBc-1_X01_Y01_1039_832', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1039	1168
('C-109582_BALBc-1_X01_Y01_1057_855', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1057	1145
('C-109654_BALBc-1_X01_Y01_1074_818', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1074	1182
('C-109991_BALBc-1_X01_Y01_1160_778', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1160	1222
('C-110233_BALBc-1_X01_Y01_1228_282', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1228	1718
('C-110384_BALBc-1_X01_Y01_1270_146', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1270	1854
('C-110411_BALBc-1_X01_Y01_1277_953', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1277	1047
('C-110415_BALBc-1_X01_Y01_1279_33', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1279	1967
('C-110437_BALBc-1_X01_Y01_1283_980', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1283	1020
('C-110442_BALBc-1_X01_Y01_1285_499', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1285	1501
('C-110449_BALBc-1_X01_Y01_1286_189', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1286	1811
('C-110500_BALBc-1_X01_Y01_130_331', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	130	1669
('C-110509_BALBc-1_X01_Y01_1301_362', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1301	1638
('C-110561_BALBc-1_X01_Y01_1312_756', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1312	1244
('C-110613_BALBc-1_X01_Y01_1332_115', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1332	1885
('C-110622_BALBc-1_X01_Y01_134_375', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	134	1625
('C-110767_BALBc-1_X01_Y01_173_379', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	173	1621
('C-110914_BALBc-1_X01_Y01_215_165', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	215	1835
('C-111034_BALBc-1_X01_Y01_247_38', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	247	1962
('C-111167_BALBc-1_X01_Y01_286_653', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	286	1347
('C-111490_BALBc-1_X01_Y01_38_786', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	38	1214
('C-111715_BALBc-1_X01_Y01_449_60', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	449	1940
('C-111772_BALBc-1_X01_Y01_464_104', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	464	1896
('C-111932_BALBc-1_X01_Y01_506_238', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	506	1762
('C-112001_BALBc-1_X01_Y01_527_468', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	527	1532
('C-112105_BALBc-1_X01_Y01_554_95', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	554	1905
('C-112161_BALBc-1_X01_Y01_568_532', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	568	1468
('C-112178_BALBc-1_X01_Y01_572_888', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	572	1112
('C-112368_BALBc-1_X01_Y01_617_372', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	617	1628
('C-112371_BALBc-1_X01_Y01_618_236', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	618	1764
('C-112403_BALBc-1_X01_Y01_626_295', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	626	1705
('C-112479_BALBc-1_X01_Y01_644_459', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	644	1541
('C-112500_BALBc-1_X01_Y01_65_303', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	65	1697
('C-112517_BALBc-1_X01_Y01_655_345', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	655	1655
('C-112609_BALBc-1_X01_Y01_676_746', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	676	1254
('C-112635_BALBc-1_X01_Y01_682_485', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	682	1515
('C-112849_BALBc-1_X01_Y01_731_905', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	731	1095
('C-112959_BALBc-1_X01_Y01_761_884', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	761	1116
('C-113156_BALBc-1_X01_Y01_817_883', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	817	1117
('C-113370_BALBc-1_X01_Y01_875_473', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	875	1527
('C-113439_BALBc-1_X01_Y01_891_832', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	891	1168
('C-113536_BALBc-1_X01_Y01_92_162', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	92	1838
('C-113722_BALBc-1_X01_Y01_969_450', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	969	1550
('C-113768_BALBc-1_X01_Y01_98_122', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	98	1878
('C-114536_BALBc-1_X01_Y01_1200_357', 'Cell Type: CD3(+) other markers (-)')	1200	1643
('C-115161_BALBc-1_X01_Y01_1007_217', 'Cell Type: CD4(+) T cells')	1007	1783
('C-115171_BALBc-1_X01_Y01_1007_547', 'Cell Type: CD4(+) T cells')	1007	1453
('C-116626_BALBc-1_X01_Y01_1041_717', 'Cell Type: CD4(+) T cells')	1041	1283
('C-116724_BALBc-1_X01_Y01_1044_574', 'Cell Type: CD4(+) T cells')	1044	1426
('C-117143_BALBc-1_X01_Y01_1054_768', 'Cell Type: CD4(+) T cells')	1054	1232
('C-118706_BALBc-1_X01_Y01_1090_914', 'Cell Type: CD4(+) T cells')	1090	1086
('C-118997_BALBc-1_X01_Y01_1098_893', 'Cell Type: CD4(+) T cells')	1098	1107
('C-119823_BALBc-1_X01_Y01_1117_398', 'Cell Type: CD4(+) T cells')	1117	1602
('C-121029_BALBc-1_X01_Y01_1147_383', 'Cell Type: CD4(+) T cells')	1147	1617
('C-121263_BALBc-1_X01_Y01_1152_612', 'Cell Type: CD4(+) T cells')	1152	1388
('C-121379_BALBc-1_X01_Y01_1155_805', 'Cell Type: CD4(+) T cells')	1155	1195
('C-121761_BALBc-1_X01_Y01_1166_414', 'Cell Type: CD4(+) T cells')	1166	1586
('C-121999_BALBc-1_X01_Y01_1171_382', 'Cell Type: CD4(+) T cells')	1171	1618
('C-123864_BALBc-1_X01_Y01_1216_64', 'Cell Type: CD4(+) T cells')	1216	1936
('C-125967_BALBc-1_X01_Y01_1267_730', 'Cell Type: CD4(+) T cells')	1267	1270
('C-126122_BALBc-1_X01_Y01_1271_323', 'Cell Type: CD4(+) T cells')	1271	1677
('C-127649_BALBc-1_X01_Y01_1308_660', 'Cell Type: CD4(+) T cells')	1308	1340
('C-129212_BALBc-1_X01_Y01_140_181', 'Cell Type: CD4(+) T cells')	140	1819
('C-129564_BALBc-1_X01_Y01_149_483', 'Cell Type: CD4(+) T cells')	149	1517
('C-129587_BALBc-1_X01_Y01_15_221', 'Cell Type: CD4(+) T cells')	15	1779
('C-133637_BALBc-1_X01_Y01_241_901', 'Cell Type: CD4(+) T cells')	241	1099
('C-134141_BALBc-1_X01_Y01_253_340', 'Cell Type: CD4(+) T cells')	253	1660
('C-134981_BALBc-1_X01_Y01_273_872', 'Cell Type: CD4(+) T cells')	273	1128
('C-135941_BALBc-1_X01_Y01_298_326', 'Cell Type: CD4(+) T cells')	298	1674
('C-136927_BALBc-1_X01_Y01_322_330', 'Cell Type: CD4(+) T cells')	322	1670
('C-137093_BALBc-1_X01_Y01_326_318', 'Cell Type: CD4(+) T cells')	326	1682
('C-137869_BALBc-1_X01_Y01_346_299', 'Cell Type: CD4(+) T cells')	346	1701
('C-138200_BALBc-1_X01_Y01_354_857', 'Cell Type: CD4(+) T cells')	354	1143
('C-139043_BALBc-1_X01_Y01_375_11', 'Cell Type: CD4(+) T cells')	375	1989
('C-139174_BALBc-1_X01_Y01_378_539', 'Cell Type: CD4(+) T cells')	378	1461
('C-140134_BALBc-1_X01_Y01_401_719', 'Cell Type: CD4(+) T cells')	401	1281
('C-140408_BALBc-1_X01_Y01_409_539', 'Cell Type: CD4(+) T cells')	409	1461
('C-143027_BALBc-1_X01_Y01_474_318', 'Cell Type: CD4(+) T cells')	474	1682
('C-143655_BALBc-1_X01_Y01_489_730', 'Cell Type: CD4(+) T cells')	489	1270
('C-143763_BALBc-1_X01_Y01_491_770', 'Cell Type: CD4(+) T cells')	491	1230
('C-143872_BALBc-1_X01_Y01_494_708', 'Cell Type: CD4(+) T cells')	494	1292
('C-144332_BALBc-1_X01_Y01_505_543', 'Cell Type: CD4(+) T cells')	505	1457
('C-144339_BALBc-1_X01_Y01_505_731', 'Cell Type: CD4(+) T cells')	505	1269
('C-145683_BALBc-1_X01_Y01_538_757', 'Cell Type: CD4(+) T cells')	538	1243
('C-146820_BALBc-1_X01_Y01_567_145', 'Cell Type: CD4(+) T cells')	567	1855
('C-147081_BALBc-1_X01_Y01_572_960', 'Cell Type: CD4(+) T cells')	572	1040
('C-148472_BALBc-1_X01_Y01_606_767', 'Cell Type: CD4(+) T cells')	606	1233
('C-149558_BALBc-1_X01_Y01_633_827', 'Cell Type: CD4(+) T cells')	633	1173
('C-151140_BALBc-1_X01_Y01_672_818', 'Cell Type: CD4(+) T cells')	672	1182
('C-151762_BALBc-1_X01_Y01_687_719', 'Cell Type: CD4(+) T cells')	687	1281
('C-152220_BALBc-1_X01_Y01_698_708', 'Cell Type: CD4(+) T cells')	698	1292
('C-154336_BALBc-1_X01_Y01_749_960', 'Cell Type: CD4(+) T cells')	749	1040
('C-154384_BALBc-1_X01_Y01_750_520', 'Cell Type: CD4(+) T cells')	750	1480
('C-156443_BALBc-1_X01_Y01_801_650', 'Cell Type: CD4(+) T cells')	801	1350
('C-157159_BALBc-1_X01_Y01_82_973', 'Cell Type: CD4(+) T cells')	82	1027
('C-158577_BALBc-1_X01_Y01_851_912', 'Cell Type: CD4(+) T cells')	851	1088
('C-158860_BALBc-1_X01_Y01_859_962', 'Cell Type: CD4(+) T cells')	859	1038
('C-159502_BALBc-1_X01_Y01_874_860', 'Cell Type: CD4(+) T cells')	874	1140
('C-159827_BALBc-1_X01_Y01_883_106', 'Cell Type: CD4(+) T cells')	883	1894
('C-160428_BALBc-1_X01_Y01_897_740', 'Cell Type: CD4(+) T cells')	897	1260
('C-160683_BALBc-1_X01_Y01_902_716', 'Cell Type: CD4(+) T cells')	902	1284
('C-164535_BALBc-1_X01_Y01_996_691', 'Cell Type: CD4(+) T cells')	996	1309
('C-164737_BALBc-1_X01_Y01_103_331', 'Cell Type: CD4(+)CD8(-)cDC')	103	1669
('C-164784_BALBc-1_X01_Y01_1054_539', 'Cell Type: CD4(+)CD8(-)cDC')	1054	1461
('C-165241_BALBc-1_X01_Y01_131_112', 'Cell Type: CD4(+)CD8(-)cDC')	131	1888
('C-165310_BALBc-1_X01_Y01_139_229', 'Cell Type: CD4(+)CD8(-)cDC')	139	1771
('C-165330_BALBc-1_X01_Y01_150_249', 'Cell Type: CD4(+)CD8(-)cDC')	150	1751
('C-165529_BALBc-1_X01_Y01_254_270', 'Cell Type: CD4(+)CD8(-)cDC')	254	1730
('C-165881_BALBc-1_X01_Y01_466_978', 'Cell Type: CD4(+)CD8(-)cDC')	466	1022
('C-165945_BALBc-1_X01_Y01_500_471', 'Cell Type: CD4(+)CD8(-)cDC')	500	1529
('C-166545_BALBc-1_X01_Y01_854_309', 'Cell Type: CD4(+)CD8(-)cDC')	854	1691
('C-166550_BALBc-1_X01_Y01_86_251', 'Cell Type: CD4(+)CD8(-)cDC')	86	1749
('C-167283_BALBc-1_X01_Y01_1023_425', 'Cell Type: CD8(+) T cells')	1023	1575
('C-168544_BALBc-1_X01_Y01_1088_947', 'Cell Type: CD8(+) T cells')	1088	1053
('C-168995_BALBc-1_X01_Y01_1112_70', 'Cell Type: CD8(+) T cells')	1112	1930
('C-169061_BALBc-1_X01_Y01_1116_341', 'Cell Type: CD8(+) T cells')	1116	1659
('C-169221_BALBc-1_X01_Y01_1123_74', 'Cell Type: CD8(+) T cells')	1123	1926
('C-169267_BALBc-1_X01_Y01_1126_561', 'Cell Type: CD8(+) T cells')	1126	1439
('C-169428_BALBc-1_X01_Y01_1134_849', 'Cell Type: CD8(+) T cells')	1134	1151
('C-169449_BALBc-1_X01_Y01_1136_157', 'Cell Type: CD8(+) T cells')	1136	1843
('C-169528_BALBc-1_X01_Y01_114_595', 'Cell Type: CD8(+) T cells')	114	1405
('C-169635_BALBc-1_X01_Y01_1146_319', 'Cell Type: CD8(+) T cells')	1146	1681
('C-169670_BALBc-1_X01_Y01_1148_128', 'Cell Type: CD8(+) T cells')	1148	1872
('C-170094_BALBc-1_X01_Y01_117_535', 'Cell Type: CD8(+) T cells')	117	1465
('C-170278_BALBc-1_X01_Y01_118_697', 'Cell Type: CD8(+) T cells')	118	1303
('C-170660_BALBc-1_X01_Y01_1199_753', 'Cell Type: CD8(+) T cells')	1199	1247
('C-171007_BALBc-1_X01_Y01_1216_475', 'Cell Type: CD8(+) T cells')	1216	1525
('C-171188_BALBc-1_X01_Y01_1226_328', 'Cell Type: CD8(+) T cells')	1226	1672
('C-171837_BALBc-1_X01_Y01_1259_842', 'Cell Type: CD8(+) T cells')	1259	1158
('C-171892_BALBc-1_X01_Y01_1262_368', 'Cell Type: CD8(+) T cells')	1262	1632
('C-172362_BALBc-1_X01_Y01_1288_655', 'Cell Type: CD8(+) T cells')	1288	1345
('C-175791_BALBc-1_X01_Y01_270_106', 'Cell Type: CD8(+) T cells')	270	1894
('C-176094_BALBc-1_X01_Y01_284_99', 'Cell Type: CD8(+) T cells')	284	1901
('C-177143_BALBc-1_X01_Y01_343_108', 'Cell Type: CD8(+) T cells')	343	1892
('C-177479_BALBc-1_X01_Y01_363_128', 'Cell Type: CD8(+) T cells')	363	1872
('C-178024_BALBc-1_X01_Y01_394_467', 'Cell Type: CD8(+) T cells')	394	1533
('C-178645_BALBc-1_X01_Y01_426_230', 'Cell Type: CD8(+) T cells')	426	1770
('C-178990_BALBc-1_X01_Y01_447_213', 'Cell Type: CD8(+) T cells')	447	1787
('C-179251_BALBc-1_X01_Y01_461_241', 'Cell Type: CD8(+) T cells')	461	1759
